number,year,country,activity,sex,age,fatal_clean,decade,century
67225,1906,YEMEN,Diving around anchored liner,M,24.0,0,1900,20
67226,1906,USA,Fell overboard,M,24.0,1,1900,20
67227,1906,USA,Swimming,M,24.0,1,1900,20
67228,1906,MOZAMBIQUE,Unknown,M,24.0,0,1900,20
67229,1906,INDONESIA,Hard hat diving,M,24.0,1,1900,20
67230,1906,AUSTRALIA,Shooting sharks,M,24.0,0,1900,20
67231,1906,AUSTRALIA,Diving for beche-de-mer,M,17.0,1,1900,20
67232,1906,INDONESIA,The schooner Tahitienne foundered in a hurricane,M,24.0,1,1900,20
67233,1906,AUSTRALIA,.,M,18.0,0,1900,20
67234,1906,NEW ZEALAND,Swimming,M,24.0,0,1900,20
67235,1906,AUSTRALIA,Bathing,M,31.0,1,1900,20
67236,1906,SOUTH AFRICA,Washing horses,M,30.0,1,1900,20
67237,1905,SOUTH AFRICA,Floating or standing,M,24.0,1,1900,20
67238,1905,AUSTRALIA,Bathing,M,24.0,0,1900,20
67239,1905,AUSTRALIA,Swimming,M,24.0,1,1900,20
67240,1905,USA,Fishing,M,24.0,0,1900,20
67241,1905,EGYPT,Human head found in shark caught by British steamer Syria,M,24.0,0,1900,20
67242,1905,USA,Swimming from naptha launch after a day of fishing,M,24.0,0,1900,20
67243,1905,PHILIPPINES,Bathing,M,21.0,0,1900,20
67244,1905,USA,Wading,M,16.0,1,1900,20
67245,1905,ITALY,Unknown,M,8.0,0,1900,20
67246,1905,INDONESIA,Jumped or fell overboard,M,24.0,1,1900,20
67247,1905,USA,Fishing,M,24.0,1,1900,20
67248,1905,USA,Swimming,M,24.0,0,1900,20
67249,1905,SOUTH AFRICA,Swimming,M,26.0,1,1900,20
67250,1905,AUSTRALIA,Bathing,M,40.0,0,1900,20
67251,1905,AUSTRALIA,Bathing,Unknown,24.0,0,1900,20
67252,1905,AUSTRALIA,Bathing,M,23.0,0,1900,20
67253,1905,AUSTRALIA,Bathing,M,39.0,0,1900,20
67254,1905,USA,Harpooning turtles,Unknown,24.0,0,1900,20
67255,1904,PHILIPPINES,Bathing alongside US Naval ship,M,24.0,0,1900,20
67256,1904,INDIAN OCEAN,Fell overboard,M,24.0,1,1900,20
67257,1904,CUBA,Lost his footing & fell overboard,M,24.0,1,1900,20
67258,1904,CUBA,"Ship's boat capsized in squall, captain & 2 sailors clinging onto hull",M,24.0,1,1900,20
67259,1904,USA,Sailing,M,24.0,0,1900,20
67260,1904,USA,Swimming,M,24.0,1,1900,20
67261,1904,ITALY,Swimming,M,24.0,1,1900,20
67262,1904,AUSTRALIA,Swimming after his hat,M,24.0,1,1900,20
67263,1904,NEW ZEALAND,Swimming,M,30.0,1,1900,20
67264,1904,NEW CALEDONIA,Bathing,M,24.0,1,1900,20
67265,1904,REUNION ISLAND,Swimming,M,16.0,1,1900,20
67266,1904,USA,Diving on a wreck,M,24.0,0,1900,20
67267,1904,PHILIPPINES,Bathing,M,24.0,0,1900,20
67268,1904,USA,Swimming,M,24.0,1,1900,20
67269,1903,CUBA,Fell overboard,M,24.0,1,1900,20
67270,1903,USA,Fishing,M,24.0,0,1900,20
67271,1903,FALKLAND ISLANDS,"Swimming, after falling overboard",M,28.0,0,1900,20
67272,1903,AUSTRALIA,Swimming,M,24.0,1,1900,20
67273,1903,MEXICO,Bathing,M,24.0,1,1900,20
67274,1903,AUSTRALIA,Suicide,M,24.0,1,1900,20
67275,1903,AUSTRALIA,Swimming,M,24.0,1,1900,20
67276,1903,AUSTRALIA,Unknown,M,24.0,1,1900,20
67277,1903,CRETE,Sponge diving,M,24.0,1,1900,20
67278,1903,USA,Fishing,M,24.0,1,1900,20
67279,1902,NICARAGUA,Swimming,M,30.0,1,1900,20
67280,1902,AUSTRALIA,Swimming,M,17.0,1,1900,20
67281,1902,USA,Fishing,M,24.0,0,1900,20
67282,1902,ITALY,Swimming,M,24.0,1,1900,20
67283,1902,CROATIA,Fishing,M,24.0,0,1900,20
67284,1902,USA,Catching crabs,M,24.0,1,1900,20
67285,1902,ITALY,Fishing,M,24.0,0,1900,20
67286,1902,USA,Swimming,M,24.0,0,1900,20
67287,1902,PHILIPPINES,Unknown,M,24.0,0,1900,20
67288,1902,EGYPT,Sponge diving,M,24.0,0,1900,20
67289,1902,SOUTH AFRICA,Swimming,M,24.0,0,1900,20
67290,1902,NEW ZEALAND,Standing on ship deck,M,24.0,0,1900,20
67291,1902,AUSTRALIA,Dangling feet in the water,M,24.0,1,1900,20
67292,1902,SOUTH AFRICA,Unknown,M,24.0,0,1900,20
67293,1902,AUSTRALIA,Swimming,M,16.0,0,1900,20
67294,1901,AUSTRALIA,Bathing,M,10.0,0,1900,20
67295,1901,PHILIPPINES,Taking catch from a fish weir in which the shark was snared,M,24.0,0,1900,20
67296,1901,CYPRUS,Swimming,M,24.0,1,1900,20
67297,1901,SOUTH AFRICA,Swimming,M,29.0,1,1900,20
67298,1901,ITALY,Swimming,M,20.0,0,1900,20
67299,1901,YEMEN,Diving around anchored liner,M,24.0,0,1900,20
67300,1901,PHILIPPINES,Swimming,M,24.0,0,1900,20
67301,1901,AUSTRALIA,Bathing,M,24.0,1,1900,20
67302,1901,USA,Bathing,M,24.0,0,1900,20
67303,1900,AUSTRALIA,Bathing,M,24.0,1,1900,19
67304,1900,SOUTH AFRICA,Swimming,M,30.0,1,1900,19
67305,1900,SOUTH AFRICA,Swimming,M,24.0,0,1900,19
67306,1900,AUSTRALIA,Swimming,M,24.0,0,1900,19
67307,1900,USA,Diving,M,24.0,0,1900,19
67308,1900,USA,Floating,M,24.0,0,1900,19
67309,1900,USA,Bathing,M,24.0,0,1900,19
67310,1900,CROATIA,Swimming,M,24.0,1,1900,19
67311,1900,USA,Hunting seashells,M,24.0,0,1900,19
67312,1900,USA,Unknown,Unknown,24.0,0,1900,19
67313,1900,AUSTRALIA,"Standing, gathering oysters",M,24.0,0,1900,19
67314,1900,USA,Unknown,M,24.0,0,1900,19
67315,1900,SOUTH AFRICA,Swimming,M,24.0,0,1900,19
67316,1899,AUSTRALIA,Fell into the water,M,24.0,0,1890,19
67317,1899,PHILIPPINES,Sea Disaster,Unknown,24.0,1,1890,19
67318,1899,AUSTRALIA,Fishing for squid,Unknown,24.0,0,1890,19
67319,1899,LIBYA,Diving,M,24.0,0,1890,19
67320,1899,LIBYA,Sponge diving,M,24.0,1,1890,19
67321,1899,MEXICO,Swimming,M,24.0,1,1890,19
67322,1899,USA,Hunting sharks,M,24.0,1,1890,19
67323,1899,USA,Swimming,M,15.0,1,1890,19
67324,1899,EGYPT,Floating on his back,M,9.0,0,1890,19
67325,1899,EGYPT,Bathing,M,19.0,0,1890,19
67326,1899,EGYPT,Bathing,M,13.0,0,1890,19
67327,1899,BAHAMAS,Fell overboard,M,24.0,1,1890,19
67328,1899,ITALY,Fishing,M,24.0,0,1890,19
67329,1899,NEW ZEALAND,Attempting to land a boat from the Hinemoa,M,24.0,0,1890,19
67330,1899,PHILIPPINES,Swimming,M,24.0,0,1890,19
67331,1899,ITALY,Bathing,M,24.0,1,1890,19
67332,1899,AUSTRALIA,Bathing,F,13.0,0,1890,19
67333,1899,SOUTH AFRICA,Dangling feet in the water,M,24.0,0,1890,19
67334,1899,USA,Rowing,M,24.0,0,1890,19
67335,1899,USA,Hunting crayfish,M,24.0,0,1890,19
67336,1898,AUSTRALIA,Fell oveboard,M,24.0,1,1890,19
67337,1898,USA,Jumped overboard,M,24.0,1,1890,19
67338,1898,Unknown,Diving,M,24.0,0,1890,19
67339,1898,Unknown,Diving,M,24.0,0,1890,19
67340,1898,WEST INDIES,Fell overboard,M,24.0,1,1890,19
67341,1898,USA,Swimming,M,24.0,0,1890,19
67342,1898,AUSTRALIA,Swimming after their boat capsized,M,24.0,0,1890,19
67343,1898,YEMEN,Swimming at side of small boat,M,24.0,1,1890,19
67344,1898,YEMEN,Standing,M,22.0,1,1890,19
67345,1898,CUBA,Swimming,M,24.0,1,1890,19
67346,1898,NEW CALEDONIA,boat from City of Naples capsized,M,24.0,1,1890,19
67347,1898,FIJI,The cutter Francis Adams foundered,M,24.0,0,1890,19
67348,1898,SRI LANKA,Swimming,M,24.0,1,1890,19
67349,1898,CRETE,Sponge divers,M,24.0,0,1890,19
67350,1898,USA,Fishing (Seining),M,15.0,0,1890,19
67351,1898,CUBA,13 men in the water after sailboat capsized & sank,M,24.0,1,1890,19
67352,1898,JAMAICA,Trailing hand in the water,F,24.0,0,1890,19
67353,1898,CUBA,Attempting to escape by swimming to shore,M,24.0,1,1890,19
67354,1898,USA,Unknown,M,24.0,0,1890,19
67355,1898,YEMEN,Diving for coins,M,24.0,1,1890,19
67356,1898,USA,Loss of the schooner Nomad,M,24.0,1,1890,19
67357,1897,USA,Angling,M,24.0,0,1890,19
67358,1897,MEXICO,Diving,M,24.0,0,1890,19
67359,1897,MARSHALL ISLANDS,Fishing,Unknown,24.0,1,1890,19
67360,1897,USA,Fishing,M,24.0,0,1890,19
67361,1897,USA,Standing,M,24.0,0,1890,19
67362,1897,SOUTH AFRICA,Wading after stray fish from seine netters catch,M,24.0,1,1890,19
67363,1897,YEMEN,Wreck of the steamship Sultan of Bombay,Unknown,24.0,1,1890,19
67364,1897,Unknown,Swimming,M,24.0,1,1890,19
67365,1897,USA,Fishing,M,24.0,1,1890,19
67366,1897,NEW ZEALAND,Unknown,M,24.0,0,1890,19
67367,1897,EGYPT,Unknown,Unknown,24.0,0,1890,19
67368,1896,AUSTRALIA,Fishing,M,24.0,0,1890,19
67369,1896,NEW ZEALAND,Bathing,M,26.0,1,1890,19
67370,1896,NEW ZEALAND,Unknown,M,24.0,1,1890,19
67371,1896,AUSTRALIA,Swimming,M,24.0,1,1890,19
67372,1896,AUSTRALIA,Boat swamped,M,24.0,1,1890,19
67373,1896,SRI LANKA,Diving,M,24.0,0,1890,19
67374,1896,USA,Fishing,M,35.0,1,1890,19
67375,1896,USA,Bathing,M,24.0,0,1890,19
67376,1896,AUSTRALIA,Bathing,M,11.0,1,1890,19
67377,1896,USA,"Swimming ashore from a ""filibuster""",M,24.0,1,1890,19
67378,1896,HAITI,Wading,M,15.0,0,1890,19
67379,1895,AUSTRALIA,Bathing,M,14.0,1,1890,19
67380,1895,BARBADOS,Diving for coins,M,24.0,0,1890,19
67381,1895,AUSTRALIA,Fishing,M,24.0,1,1890,19
67382,1895,CUBA,Shipwreck,M,24.0,0,1890,19
67383,1895,YEMEN,Diving for coins,M,24.0,1,1890,19
67384,1895,USA,Fishing,Unknown,24.0,0,1890,19
67385,1895,USA,Swimming,M,26.0,1,1890,19
67386,1895,USA,Fishing,M,24.0,0,1890,19
67387,1895,JAPAN,Hunting seals,M,24.0,1,1890,19
67388,1895,Unknown,Diving,M,24.0,0,1890,19
67389,1895,AUSTRALIA,Pearl diving,M,24.0,1,1890,19
67390,1895,BAHAMAS,Sea Disaster : Wreck of the Carrie E. Long,M,24.0,0,1890,19
67391,1895,NEW ZEALAND,"""Boat accident""",M,24.0,1,1890,19
67392,1895,SOUTH AFRICA,"""Crossing the river""",M,28.0,1,1890,19
67393,1895,NEW ZEALAND,Swimming,M,24.0,0,1890,19
67394,1895,INDONESIA,Swimming,M,24.0,1,1890,19
67395,1895,AUSTRALIA,Swimming,M,13.0,0,1890,19
67396,1895,AUSTRALIA,Swimming,M,14.0,1,1890,19
67397,1895,PANAMA,"Swimming, after sailboat capsized",M,24.0,1,1890,19
67398,1895,AUSTRALIA,Unknown,Unknown,24.0,0,1890,19
67399,1894,USA,Fishing,M,24.0,0,1890,19
67400,1894,AUSTRALIA,Bathing,M,19.0,0,1890,19
67401,1894,USA,Swimming,M,24.0,1,1890,19
67402,1894,USA,Bathing,M,24.0,0,1890,19
67403,1894,FIJI,Dangling feet in the water,F,24.0,0,1890,19
67404,1894,USA,Fishing,M,24.0,0,1890,19
67405,1894,USA,Swimming,F,24.0,0,1890,19
67406,1894,USA,Swimming / floating on his back,M,24.0,0,1890,19
67407,1894,FRANCE,Fishing,M,24.0,1,1890,19
67408,1894,USA,Bathing,M,24.0,0,1890,19
67409,1894,SOUTH AFRICA,Swimming after harpooned whale capsized boat,M,24.0,1,1890,19
67410,1894,USA,Bathing,M,24.0,0,1890,19
67411,1894,MEXICO,Fell from yardarm of British ship Rover,M,24.0,1,1890,19
67412,1894,BURMA,Bathing,F,24.0,1,1890,19
67413,1894,BURMA,Bathing,F,24.0,1,1890,19
67414,1893,INDIA,Murder,M,24.0,1,1890,19
67415,1893,CROATIA,small boat,Unknown,24.0,0,1890,19
67416,1893,PHILIPPINES,Abandoning burning steamship Don Juan,M,24.0,1,1890,19
67417,1893,NIGERIA,A barque wrecked,M,24.0,1,1890,19
67418,1893,LEBANON,HMS Victoria collided with the HMS Camperdown,M,24.0,1,1890,19
67419,1893,FIJI,Canoe swamped,F,24.0,1,1890,19
67420,1893,CUBA,His balloon crashed in the harbor,M,24.0,1,1890,19
67421,1893,SOUTH ATLANTIC OCEAN,Swimming after falling overboard from the sealing ship Vesper,M,24.0,0,1890,19
67422,1893,AUSTRALIA,"Boat capsized, swimming ashore",M,24.0,0,1890,19
67423,1893,AUSTRALIA,"Boat capsized, swimming ashore",M,24.0,0,1890,19
67424,1893,NEW ZEALAND,Bathing,M,24.0,1,1890,19
67425,1893,FRENCH POLYNESIA,Murdered,M,24.0,1,1890,19
67426,1893,EGYPT,Unknown,Unknown,24.0,0,1890,19
67427,1892,ATLANTIC OCEAN,Fell overboard,M,15.0,1,1890,19
67428,1892,AUSTRALIA,Fishing,M,24.0,0,1890,19
67429,1892,AUSTRALIA,Swimming,F,24.0,0,1890,19
67430,1892,USA,Unknown,M,24.0,0,1890,19
67431,1892,FRANCE,Fishing boat,Unknown,24.0,0,1890,19
67432,1892,CUBA,Riding a horse,M,24.0,1,1890,19
67433,1892,NEW ZEALAND,Bathing,M,24.0,0,1890,19
67434,1892,BAHAMAS,Fell overboard from sponge vessel,M,24.0,1,1890,19
67435,1892,PACIFIC OCEAN,a canoe was pursuing a schooner that had forcibily abducted 5 young girls,M,24.0,1,1890,19
67436,1892,AUSTRALIA,Fishing,M,21.0,0,1890,19
67437,1892,AUSTRALIA,Dress diving,M,24.0,1,1890,19
67438,1891,AUSTRALIA,Swimming,M,24.0,0,1890,19
67439,1891,NEW ZEALAND,"Swimming, after boat swamped",M,24.0,0,1890,19
67440,1891,MARTINIQUE,Attempting to rescue shipmate,M,24.0,0,1890,19
67441,1891,KIRIBATI,"Sea Disaster, canoes capsized in storm",Unknown,24.0,1,1890,19
67442,1891,CANADA,Knocked overboard,M,24.0,1,1890,19
67443,1891,USA,Shooting sharks,M,24.0,0,1890,19
67444,1891,USA,Fishing for sharks when he became entangled in net & fell overboard,M,24.0,0,1890,19
67445,1891,PARAGUAY,Fleeing across a river,Unknown,24.0,1,1890,19
67446,1891,JAMAICA,boat capsized,M,24.0,1,1890,19
67447,1890,AUSTRALIA,Swimming to shore after boat capsized by a squall,Unknown,24.0,0,1890,19
67448,1890,BRITISH NEW GUINEA,Thrown overboard,M,18.0,0,1890,19
67449,1890,ATLANTIC OCEAN,Thrown overboard,M,24.0,1,1890,19
67450,1890,USA,Fishing for bluefish,Unknown,24.0,0,1890,19
67451,1890,USA,Treading for clams,M,24.0,0,1890,19
67452,1890,SAMOA,Bathing,M,24.0,0,1890,19
67453,1890,CROATIA,Swimming,M,24.0,0,1890,19
67454,1890,PERSIAN GULF,Fell overboard,M,24.0,0,1890,19
67455,1890,EGYPT,Swimming,M,24.0,1,1890,19
67456,1890,SOUTH AFRICA,Unknown,M,24.0,0,1890,19
67457,1890,CEYLON,Diving,M,24.0,1,1890,19
67458,1890,MALTA,"Fishing boat with 4 men on board was rammed & capsized by  a shark, throwing all occupants into the water",M,24.0,1,1890,19
67459,1890,AUSTRALIA,Wading,M,24.0,0,1890,19
67460,1890,INDIA,Diving,M,24.0,0,1890,19
67461,1890,INDIA,Diving,M,24.0,0,1890,19
67462,1890,NEW ZEALAND,Swimming,M,24.0,1,1890,19
67463,1890,SOUTH AFRICA,Bathing,M,24.0,1,1890,19
67464,1889,GREECE,Unknown,Unknown,24.0,0,1880,19
67465,1889,AUSTRALIA,Fell into the water,M,24.0,1,1880,19
67466,1889,USA,Parachuted from balloon,M,24.0,0,1880,19
67467,1889,INDIA,Swimming,M,24.0,1,1880,19
67468,1889,USA,Swimming,M,24.0,1,1880,19
67469,1889,USA,Fishing,M,24.0,0,1880,19
67470,1889,AUSTRALIA,Fell into the water,M,24.0,1,1880,19
67471,1889,USA,Fishing,Unknown,24.0,0,1880,19
67472,1889,SIERRA LEONE,Cleaning the side of a ship,M,24.0,1,1880,19
67473,1888,INDIAN OCEAN,Swimming,M,24.0,0,1880,19
67474,1888,AUSTRALIA,Swimming,M,11.0,1,1880,19
67475,1888,AUSTRALIA,Working on the bridge when he fell into the river,M,24.0,1,1880,19
67476,1888,CROATIA,Unknown,Unknown,24.0,1,1880,19
67477,1888,CANADA,The steamships Thingvalla and Geiser collided,M,24.0,1,1880,19
67478,1888,USA,Sailing,Unknown,24.0,0,1880,19
67479,1888,JAMAICA,Probabable drowning,M,24.0,0,1880,19
67480,1888,INDIA,The Dwarka foundered,M,24.0,1,1880,19
67481,1888,CROATIA,Unknown,Unknown,24.0,0,1880,19
67482,1888,AUSTRALIA,Fishing,Unknown,24.0,0,1880,19
67483,1888,AUSTRALIA,The cutter yacht Cutty Sark sank,M,24.0,0,1880,19
67484,1888,NEW ZEALAND,Floating on his back,M,24.0,0,1880,19
67485,1888,AUSTRALIA,Rowing,M,24.0,0,1880,19
67486,1888,SOUTH AFRICA,Crossing the river mouth,M,24.0,1,1880,19
67487,1888,LIBYA,Sponge diving,M,24.0,0,1880,19
67488,1887,HONDURAS,Fell oveboard from steamer Wanderer,M,33.0,1,1880,19
67489,1887,AUSTRALIA,Unknown,M,24.0,1,1880,19
67490,1887,USA,"Crossing inlet in a boat, seen fighting sharks with his oar, sharks smashed boat",M,24.0,1,1880,19
67491,1887,BAHAMAS,"Sea disaster, wreck of the Alfred Watts",M,24.0,1,1880,19
67492,1887,ITALY,Swimming,M,24.0,0,1880,19
67493,1887,CROATIA,Unknown,Unknown,24.0,0,1880,19
67494,1887,Unknown,"Sea disaster, wreck of the sloop Sara",M,24.0,1,1880,19
67495,1887,AUSTRALIA,Rowing a dinghy,Unknown,24.0,0,1880,19
67496,1887,NEW ZEALAND,Swimming,M,24.0,1,1880,19
67497,1887,SOUTH AFRICA,Unknown,Unknown,24.0,0,1880,19
67498,1887,BRAZIL,The passenger ship Kapuna was run down the ore carrier Ada Melmore,M,24.0,1,1880,19
67499,1887,SOUTH AFRICA,Swimming,M,13.0,1,1880,19
67500,1887,OCEAN,British ship Macedon was thrown on her beam ends by a sudden squall,M,24.0,0,1880,19
67501,1886,USA,Unknown,M,24.0,0,1880,19
67502,1886,USA,"Netting menhaden, sharks caught in net",Unknown,24.0,0,1880,19
67503,1886,USA,Clamming,M,24.0,0,1880,19
67504,1886,AUSTRALIA,Swimming after being washed overboard,M,18.0,1,1880,19
67505,1886,USA,"Fishing from shore, washed into the sea",F,24.0,0,1880,19
67506,1886,NEW CALEDONIA,Bathing,M,24.0,1,1880,19
67507,1886,AUSTRALIA,Oystering,M,24.0,0,1880,19
67508,1886,NEW ZEALAND,Sea disaster : Wreck of the Taiaroa,M,24.0,0,1880,19
67509,1886,NEW ZEALAND,Bathing,M,24.0,0,1880,19
67510,1886,AUSTRALIA,He drowned when boat capsized,M,24.0,0,1880,19
67511,1886,AUSTRALIA,Fishing,M,24.0,0,1880,19
67512,1886,SOUTH AFRICA,Diving off jetty,M,24.0,0,1880,19
67513,1886,AUSTRALIA,Diving alongsidethe steamship Ranelagh,M,24.0,0,1880,19
67514,1886,SOUTH AFRICA,Swimming,M,24.0,1,1880,19
67515,1886,AUSTRALIA,Sailing,M,24.0,0,1880,19
67516,1885,AUSTRALIA,Unknown,Unknown,24.0,0,1880,19
67517,1885,AUSTRALIA,Bathing,M,24.0,0,1880,19
67518,1885,ATLANTIC OCEAN,Fell or jumped overboard from the liner Rhynland,M,24.0,1,1880,19
67519,1885,USA,Wreck of the schooner Pohoiki,M,24.0,0,1880,19
67520,1885,USA,Wreck of the schooner Pohoiki,M,24.0,0,1880,19
67521,1885,USA,Wreck of the schooner Pohoiki,M,24.0,1,1880,19
67522,1885,Unknown,Swimming,M,24.0,1,1880,19
67523,1885,NEW ZEALAND,Bathing,M,24.0,0,1880,19
67524,1885,SOUTH AFRICA,Fishing,M,24.0,0,1880,19
67525,1884,AUSTRALIA,yachting accident,M,24.0,1,1880,19
67526,1884,FRANCE,Unknown,F,24.0,1,1880,19
67527,1884,USA,Boating,M,24.0,0,1880,19
67528,1884,USA,Clamming,M,24.0,0,1880,19
67529,1884,BRAZIL,Fell overboard from the steamship Chala,M,24.0,1,1880,19
67530,1884,SOUTH AFRICA,Swimming,M,24.0,1,1880,19
67531,1884,AUSTRALIA,Fell overboard,F,24.0,1,1880,19
67532,1883,AUSTRALIA,Swimming,M,21.0,1,1880,19
67533,1883,USA,Knocked overboard,M,24.0,1,1880,19
67534,1883,URUGUAY,Fell overboard & rescuer,M,24.0,1,1880,19
67535,1883,USA,Jumped overboard,M,24.0,1,1880,19
67536,1883,AUSTRALIA,Swimming / escaping imprisonment,M,24.0,1,1880,19
67537,1883,GEORGIA,Fishing for sharks,M,24.0,0,1880,19
67538,1883,AUSTRALIA,Diving,M,24.0,0,1880,19
67539,1883,AUSTRALIA,Diving,M,24.0,1,1880,19
67540,1883,AUSTRALIA,Bathing,M,37.0,1,1880,19
67541,1883,PACIFIC OCEAN,Fishing,M,24.0,1,1880,19
67542,1883,USA,Fell overboard,M,24.0,1,1880,19
67543,1883,USA,Unknown,M,24.0,0,1880,19
67544,1883,USA,Unknown,M,24.0,1,1880,19
67545,1882,NEW ZEALAND,Restraining a beached shark,M,24.0,0,1880,19
67546,1882,NEW ZEALAND,Bathing,M,24.0,0,1880,19
67547,1882,NEW ZEALAND,Bathing,M,24.0,0,1880,19
67548,1882,JAPAN,Clinging to shipwrecked junk,M,24.0,0,1880,19
67549,1882,AUSTRALIA,Fell overboard,M,24.0,0,1880,19
67550,1882,AUSTRALIA,Pearl diving,M,24.0,1,1880,19
67551,1882,AUSTRALIA,Fishing,M,24.0,1,1880,19
67552,1882,AUSTRALIA,Pearl diving,M,24.0,1,1880,19
67553,1882,AUSTRALIA,Bathing,M,24.0,1,1880,19
67554,1882,ATLANTIC OCEAN,Fell overboard from the Selim,M,24.0,1,1880,19
67555,1882,USA,"During ""an exhibition"" he was tied in sack & thrown overboard",M,24.0,0,1880,19
67556,1882,AUSTRALIA,Unknown,M,24.0,0,1880,19
67557,1881,AUSTRALIA,Swimming,M,24.0,0,1880,19
67558,1881,USA,Bathing,M,18.0,0,1880,19
67559,1881,USA,Bathing,M,24.0,1,1880,19
67560,1881,Unknown,"Floating, holding onto an oar after dory capsized",M,20.0,1,1880,19
67561,1881,USA,Swimming,M,24.0,0,1880,19
67562,1881,Unknown,Bathing,M,24.0,0,1880,19
67563,1881,USA,Fell overboard,M,23.0,1,1880,19
67564,1881,INDIA,Unknown,Unknown,24.0,1,1880,19
67565,1881,ITALY,Fishing on a boat,M,24.0,0,1880,19
67566,1880,AUSTRALIA,Swimming,M,12.0,1,1880,19
67567,1880,AUSTRALIA,Traveling by boat,M,24.0,1,1880,19
67568,1880,MOZAMBIQUE,Swimming to retrieve a flannel,M,24.0,1,1880,19
67569,1880,USA,Sailing,M,24.0,0,1880,19
67570,1880,INDIA,Unknown,M,20.0,0,1880,19
67571,1880,INDIA,Bathing in river,F,60.0,0,1880,19
67572,1880,MEXICO,Unknown,M,24.0,0,1880,19
67573,1880,INDIA,Bathing in river,M,24.0,1,1880,19
67574,1880,INDIA,Bathing,M,11.0,1,1880,19
67575,1880,AUSTRALIA,Fishing,Unknown,24.0,0,1880,19
67576,1880,AUSTRALIA,Bathing,F,13.0,0,1880,19
67577,1880,SYRIA,Diving for sponges,M,24.0,0,1880,19
67578,1880,USA,Unknown,M,24.0,0,1880,19
67579,1880,SOLOMON ISLANDS,Unknown,M,24.0,0,1880,19
67580,1880,NEW ZEALAND,Unknown,M,24.0,0,1880,19
67581,1879,INDIA,Swimming,M,23.0,1,1870,19
67582,1879,AUSTRALIA,Swimming,M,24.0,0,1870,19
67583,1879,SPAIN,Fishing,Unknown,24.0,0,1870,19
67584,1879,FIJI,Unknown,M,24.0,0,1870,19
67585,1879,USA,Bathing,M,24.0,0,1870,19
67586,1879,NEW ZEALAND,Standing,M,19.0,1,1870,19
67587,1879,AUSTRALIA,The steamship Bonnie Dundee lost in collision,M,24.0,0,1870,19
67588,1879,USA,Floating with life buoy after pilot launch capsized,M,24.0,1,1870,19
67589,1878,AUSTRALIA,Bathing,M,24.0,0,1870,19
67590,1878,INDONESIA,Swimming,M,22.0,1,1870,19
67591,1878,Unknown,Jumped overboard after murdering 2 shipmates,M,24.0,1,1870,19
67592,1878,USA,Fishing,M,24.0,0,1870,19
67593,1878,SOUTH ATLANTIC OCEAN,Boat with 5 men capsized while returning to the Amerique,M,24.0,0,1870,19
67594,1878,SOUTH ATLANTIC OCEAN,Boat with 5 men capsized while returning to the Amerique,M,24.0,1,1870,19
67595,1878,USA,Swimming,M,24.0,1,1870,19
67596,1878,USA,Swimming,M,14.0,1,1870,19
67597,1878,PHILIPPINES,Unknown,F,24.0,1,1870,19
67598,1878,NEW GUINEA,Unknown,M,24.0,0,1870,19
67599,1878,SOUTH AFRICA,Wreck of the Union Steamship Company 982-ton iron steamer Kafir,M,24.0,1,1870,19
67600,1878,BRAZIL,Washed off raft,M,24.0,1,1870,19
67601,1878,AUSTRALIA,Bathing in 2 feet of water,M,11.0,1,1870,19
67602,1877,FIJI,Unknown,Unknown,24.0,1,1870,19
67603,1877,AUSTRALIA,Bathing,M,11.0,0,1870,19
67604,1877,AUSTRALIA,Washed overboard from the barque Mary Eady,M,24.0,1,1870,19
67605,1877,AUSTRALIA,Fishing,M,24.0,0,1870,19
67606,1877,INDIAN OCEAN,Unknown,M,24.0,0,1870,19
67607,1877,AUSTRALIA,Unknown,M,24.0,0,1870,19
67608,1877,AUSTRALIA,Bathing,M,24.0,0,1870,19
67609,1877,ITALY,Paddling,M,24.0,0,1870,19
67610,1877,FIJI,Unknown,M,15.0,0,1870,19
67611,1877,AUSTRALIA,Fishing,M,24.0,0,1870,19
67612,1877,AUSTRALIA,Bathing,M,24.0,1,1870,19
67613,1877,AUSTRALIA,Swimming,F,24.0,0,1870,19
67614,1877,SOUTH AFRICA,Body found floating next to his ship,M,24.0,0,1870,19
67615,1877,INDIA,Unknown,M,24.0,0,1870,19
67616,1876,USA,Fishing,M,24.0,1,1870,19
67617,1876,GREECE,Diving for sponges,M,24.0,1,1870,19
67618,1876,USA,Bathing,M,24.0,0,1870,19
67619,1876,AUSTRALIA,Swimming,M,24.0,1,1870,19
67620,1876,AUSTRALIA,Bathing,M,24.0,1,1870,19
67621,1876,LEBANON,Sponge diving,M,24.0,1,1870,19
67622,1876,ENGLAND,Unknown,M,24.0,0,1870,19
67623,1876,AUSTRALIA,Pearl diving,M,24.0,0,1870,19
67624,1876,AUSTRALIA,Unknown,M,24.0,1,1870,19
67625,1875,AUSTRALIA,Fishing,M,24.0,0,1870,19
67626,1875,SOUTH AFRICA,Unknown,Unknown,24.0,0,1870,19
67627,1875,NEW ZEALAND,Bathing,M,3.0,1,1870,19
67628,1875,AUSTRALIA,Bathing,M,24.0,0,1870,19
67629,1874,AUSTRALIA,Bathing,M,24.0,0,1870,19
67630,1875,AUSTRALIA,Sitting on gunwale of boat,M,24.0,1,1870,19
67631,1874,CROATIA,Fishing,Unknown,24.0,0,1870,19
