,index,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews
83784,83784,47275239,"Nostrand Ave & St Johns, Dble room in shared apt.",73343653149,unconfirmed,Edward,Brooklyn,Crown Heights,40.67249,-73.94933,United States,US,False,moderate,Private room,2015.0,$81 ,$16 ,3.0,1.0
83785,83785,47275792,Trendy Park Slope Apartment,51049716544,verified,Amber,Brooklyn,Park Slope,40.6749,-73.97979,United States,US,False,moderate,Private room,2006.0,$618 ,$124 ,1.0,14.0
83786,83786,47276344,Sunny church view room in Harlem brownstone,63534388992,unconfirmed,Judie And Steven,Manhattan,Harlem,40.81899,-73.94584,United States,US,False,moderate,Private room,2011.0,$134 ,$27 ,30.0,29.0
83787,83787,47276896,Studio in Upper East Side Manhattan,75757546645,unconfirmed,,Manhattan,Upper East Side,40.77585,-73.95101,United States,US,True,strict,Entire home/apt,2019.0,$72 ,$14 ,4.0,12.0
83788,83788,47277448,Beautiful two bedroom apartment in Manhattan NYC,81956734745,verified,,Manhattan,Washington Heights,40.84334,-73.9405,United States,US,False,strict,Entire home/apt,2019.0,$125 ,$25 ,2.0,94.0
83789,83789,47278001,Modern One-Bedroom Apartment - Recently Renovated,77545878494,verified,,Manhattan,Harlem,40.81042,-73.94717,United States,US,False,flexible,Entire home/apt,2016.0,$97 ,$19 ,4.0,5.0
83790,83790,47278553,Location Location Location! Comfort & Convenience,244243706,verified,,Brooklyn,Fort Greene,40.68569,-73.97346,United States,US,True,flexible,Private room,2011.0,$566 ,$113 ,5.0,0.0
83791,83791,47279105,Small and Cozy room on Upper West Side,46595788334,unconfirmed,,Manhattan,Upper West Side,40.80003,-73.96446,United States,US,True,strict,Private room,2022.0,$269 ,$54 ,1.0,0.0
83792,83792,47279658,New 1BR Apartment In Prime Lower East Side,23138956773,unconfirmed,,Manhattan,East Village,40.72236,-73.98534,United States,US,True,moderate,Entire home/apt,2015.0,$596 ,$119 ,2.0,10.0
83793,83793,47280210,Feng Shui Private Room In Brooklyn,10392376699,verified,Stephany,Brooklyn,Bushwick,40.6897,-73.9064,United States,US,True,strict,Private room,2021.0,$217 ,$43 ,2.0,39.0
83794,83794,47280762,Quaint Bedroom in the Heart of New York!,79085361281,unconfirmed,Josh,Manhattan,Harlem,40.81978,-73.95476,United States,US,False,moderate,Private room,2018.0,$412 ,$82 ,2.0,0.0
83795,83795,47281315,"#2,单间双人房,(共用卫生间)",46357392882,unconfirmed,Kelly,Queens,Flushing,40.75547,-73.83547,United States,US,False,strict,Private room,2012.0,$245 ,$49 ,2.0,24.0
83796,83796,47281867,"大双人房,共用卫生间,",15712866948,unconfirmed,Kelly,Queens,Flushing,40.75379,-73.83011,United States,US,False,moderate,Private room,2006.0,$174 ,$35 ,3.0,20.0
83797,83797,47282419,"Midtown Manhattan shared Apartment,Prime Location",2631477987,verified,Lexy,Manhattan,Chelsea,40.75133,-73.99671,United States,US,True,flexible,Private room,2018.0,$99 ,$20 ,1.0,77.0
83798,83798,47282971,Cozy Apartment. 15 mins away from LGA & Manhattan,42574737586,verified,Pao,Queens,Woodside,40.74371,-73.9109,United States,US,True,moderate,Entire home/apt,2020.0,$421 ,$84 ,3.0,87.0
83799,83799,47283524,Charming Greenpoint Apartment. Clean!!!!,5875556066,unconfirmed,Scott,Brooklyn,Greenpoint,40.724,-73.95202,United States,US,False,moderate,Entire home/apt,2015.0,$507 ,$101 ,1.0,18.0
83800,83800,47284076,"Nice & new room,  washer/dryer, 5 min to train!",1532334567,verified,Lo,Brooklyn,East New York,40.66739,-73.88739,United States,US,True,flexible,Private room,2007.0,$336 ,$67 ,1.0,7.0
83801,83801,47284628,"Spacious, light and clean apartment in Brooklyn",84575408790,unconfirmed,Anna,Brooklyn,Fort Hamilton,40.61902,-74.03514,United States,US,False,moderate,Entire home/apt,2012.0,$311 ,$62 ,2.0,47.0
83802,83802,47285181,Private room in Queens,90033357705,verified,Clara,Queens,Bayside,40.75433,-73.7688,United States,US,True,moderate,Private room,2003.0,$366 ,$73 ,1.0,92.0
83803,83803,47285733,"East 74th street, Cozy UES 1bd Serviced Apartment",51636327171,unconfirmed,Ken,Manhattan,Upper East Side,40.77122,-73.95909,United States,US,False,flexible,Entire home/apt,2006.0,"$1,051 ",$210 ,30.0,0.0
83804,83804,47286285,"Lovely, charming and clean bedroom in Manhattan.",21471019967,verified,Bel And Camila,Manhattan,East Harlem,40.79567,-73.9366,United States,US,True,flexible,Private room,2003.0,$69 ,$14 ,1.0,44.0
83805,83805,47286838,Luxury 1BR in NYC + Great Amenities & Rooftop Ter.,46604231108,verified,Kara,Manhattan,Chelsea,40.75121,-73.99812,United States,US,True,moderate,Entire home/apt,2022.0,$558 ,$112 ,30.0,1.0
83806,83806,47287390,Comfy Crown Heights room,69658243117,verified,Nick,Brooklyn,Crown Heights,40.67335,-73.95391,United States,US,True,moderate,Private room,2005.0,$598 ,$120 ,15.0,21.0
83807,83807,47287942,Luxurious Brand New Apt with Washer Dryer,91708112764,verified,Rlg,Manhattan,Upper East Side,40.77606,-73.95422,United States,US,False,moderate,Entire home/apt,2019.0,$688 ,$138 ,30.0,5.0
83808,83808,47288494,Cozy apartment with a huge back yard.,97470074032,unconfirmed,Chelsea,Brooklyn,Bedford-Stuyvesant,40.67941,-73.9193,United States,US,True,flexible,Private room,2004.0,$976 ,$195 ,2.0,28.0
83809,83809,47289047,"Relax in Brooklyn, morning sun and treelined patio",64061922336,unconfirmed,Ely,Brooklyn,Clinton Hill,40.6859,-73.96109,United States,US,False,flexible,Entire home/apt,2010.0,$954 ,$191 ,2.0,17.0
83810,83810,47289599,Private Cozy Bedroom In Bed Stuy,28456795747,verified,Elijah,Brooklyn,Bedford-Stuyvesant,40.68254,-73.94504,United States,US,True,strict,Private room,2005.0,$55 ,$11 ,5.0,
83811,83811,47290151,Centrally located private home in flatbush,79736766024,unconfirmed,Debbie,Brooklyn,Flatlands,40.62187,-73.94414,United States,US,True,strict,Entire home/apt,2006.0,$712 ,$142 ,1.0,0.0
83812,83812,47290704,Simple cozy room in Bed-Stuy!,9261660505,unconfirmed,Miki,Brooklyn,Bedford-Stuyvesant,40.69358,-73.93721,United States,US,True,strict,Private room,2016.0,"$1,094 ",$219 ,3.0,2.0
83813,83813,47291256,"Cozy private room, king size bed, private bathroom",61963094779,unconfirmed,Lara,Brooklyn,Bedford-Stuyvesant,40.69261,-73.93325,United States,US,True,flexible,Private room,2011.0,$958 ,$192 ,3.0,22.0
83814,83814,47291808,Lg Room Historic Clinton Hill Near Pratt/Barclays,17204838232,unconfirmed,Stephanie,Brooklyn,Clinton Hill,40.68628,-73.96707,United States,US,True,strict,Private room,2013.0,$184 ,$37 ,5.0,2.0
83815,83815,47292361,Cozy Small Studio in Manhattan! East Village!,71689788803,verified,Rafael,Manhattan,East Village,40.72982,-73.98593,United States,US,True,strict,Entire home/apt,2010.0,$51 ,$10 ,2.0,2.0
83816,83816,47292913,Large Split Level Room in Greenpoint Loft,18593575963,verified,Joshua,Brooklyn,Greenpoint,40.7257,-73.95606,United States,US,False,flexible,Private room,2014.0,$180 ,$36 ,1.0,2.0
83817,83817,47293465,Private bedroom in East Village,39830314752,verified,Victoria,Manhattan,Lower East Side,40.72269,-73.98862,United States,US,True,flexible,Private room,2003.0,$989 ,$198 ,3.0,23.0
83818,83818,47294017,Charming and very Sunny Apartment,2024247706,unconfirmed,Lu&Ben,Brooklyn,Crown Heights,40.67541,-73.96061,United States,US,False,flexible,Entire home/apt,2013.0,$522 ,$104 ,7.0,2.0
83819,83819,47294570,"Monroe Manor - 3 bedroom, 2 full bath duplex",64595874046,verified,Joy,Brooklyn,Bedford-Stuyvesant,40.68747,-73.92879,United States,US,False,strict,Entire home/apt,2005.0,"$1,077 ",$215 ,3.0,77.0
83820,83820,47295122,(ABC) 3 bedrooms-2 bath up to 6 pp,16321970844,unconfirmed,Wilson,Queens,Flushing,40.77317,-73.82405,United States,US,False,flexible,Private room,2010.0,"$1,175 ",$235 ,2.0,12.0
83821,83821,47295674,"Room with lots of light, washer/dryer, free yoga",72057350550,verified,Lo,Brooklyn,East New York,40.66756,-73.88704,United States,US,False,strict,Private room,2020.0,$542 ,$108 ,1.0,6.0
83822,83822,47296227,Modern large Duplex in Greenwich Village,42439673258,unconfirmed,Helena,Manhattan,Greenwich Village,40.73366,-73.99805,United States,US,False,flexible,Entire home/apt,2007.0,"$1,072 ",$214 ,120.0,0.0
83823,83823,47296779,Homey studio in Midtown Manhattan,41576052040,verified,Stanley,Manhattan,Murray Hill,40.75001,-73.97573,United States,US,True,strict,Entire home/apt,2005.0,$186 ,$37 ,30.0,2.0
83824,83824,47297331,Large studio in Midtown Manhattan,45518909534,verified,Stanley,Manhattan,Murray Hill,40.74872,-73.97701,United States,US,True,moderate,Entire home/apt,2008.0,$792 ,$158 ,30.0,1.0
83825,83825,47297884,Violet Dynasty,77291299467,verified,Carol,Brooklyn,Canarsie,40.63928,-73.91081,United States,US,False,flexible,Private room,2010.0,$448 ,$90 ,1.0,2.0
83826,83826,47298436,Immaculate studio in midtown Manhattan,32266572517,verified,Stanley,Manhattan,Murray Hill,40.74877,-73.977,United States,US,False,flexible,Entire home/apt,2008.0,$994 ,$199 ,30.0,2.0
83827,83827,47298988,Mint studio in midtown Manhattan,76404660431,unconfirmed,Stanley,Manhattan,Murray Hill,40.74839,-73.97683,United States,US,False,flexible,Entire home/apt,2022.0,$965 ,$193 ,30.0,0.0
83828,83828,47299540,Nice and Cozy bedroom in Bedstuy,32648297176,verified,Thomas,Brooklyn,Bedford-Stuyvesant,40.68212,-73.95419,United States,US,False,strict,Private room,2009.0,$412 ,$82 ,5.0,5.0
83829,83829,47300093,Nice and warm room with a Queen Size Bed!!,13646893241,verified,Stephanie,Queens,Glendale,40.70404,-73.85832,United States,US,True,moderate,Private room,2009.0,$616 ,$123 ,1.0,9.0
83830,83830,47300645,Fantastic loft space in Greenpoint,28068187468,unconfirmed,Charlotte,Brooklyn,Greenpoint,40.72268,-73.94163,United States,US,True,strict,Entire home/apt,2006.0,$559 ,$112 ,10.0,0.0
83831,83831,47301197,舒适温馨小屋两间,7812167367,verified,Feng,Queens,Flushing,40.75602,-73.80241,United States,US,True,moderate,Private room,2004.0,$367 ,$73 ,1.0,22.0
83832,83832,47301750,XLarge & Serene Clinton Hill 2 bdr Loft,62272400484,unconfirmed,Magali,Brooklyn,Bedford-Stuyvesant,40.68634,-73.95709,United States,US,True,moderate,Entire home/apt,2004.0,$939 ,$188 ,20.0,2.0
83833,83833,47302302,Updated 1 Bedroom Best Location Modern Finishes,35040581713,unconfirmed,Corporate Housing,Manhattan,Upper East Side,40.7717,-73.96116,United States,US,True,flexible,Entire home/apt,2022.0,$499 ,$100 ,30.0,5.0
83834,83834,47302854,The Henry - A One Bedroom Cobble Hill Apartment,1652911183,verified,Parker,Brooklyn,Cobble Hill,40.68553,-73.99804,United States,US,True,flexible,Entire home/apt,2020.0,$192 ,$38 ,2.0,0.0
83835,83835,47303407,Lower East Side Bedroom w. A/C and Cappuccinos!,75841708092,verified,Marina,Manhattan,Lower East Side,40.7198,-73.98209,United States,US,False,flexible,Private room,2015.0,$645 ,$129 ,1.0,50.0
83836,83836,47303959,Luxury designer duplex in Bed Stuy,59096224536,verified,Chris,Brooklyn,Bedford-Stuyvesant,40.68019,-73.91102,United States,US,True,flexible,Entire home/apt,2022.0,$683 ,$137 ,3.0,12.0
83837,83837,47304511,Stunning factory loft in the heart of Williamsburg,4713550516,unconfirmed,Natali,Brooklyn,Williamsburg,40.71858,-73.96283,United States,US,True,moderate,Entire home/apt,2004.0,$435 ,$87 ,1.0,128.0
83838,83838,47305063,Beautiful luxury condo heart of Brooklyn,92777610998,unconfirmed,Neel,Brooklyn,Greenpoint,40.7284,-73.94983,United States,US,False,strict,Entire home/apt,2014.0,$313 ,$63 ,3.0,0.0
83839,83839,47305616,Small Apartment by Central Park/Columbus Circle,17128971129,verified,Nicole,Manhattan,Upper West Side,40.76946,-73.986,United States,US,True,strict,Entire home/apt,2006.0,"$1,034 ",$207 ,3.0,2.0
83840,83840,47306168,Beautiful & Spacious Private Brooklyn Loft,34466975786,unconfirmed,Liron,Brooklyn,Bedford-Stuyvesant,40.69195,-73.96045,United States,US,False,moderate,Entire home/apt,2012.0,"$1,174 ",$235 ,2.0,101.0
83841,83841,47306720,Private Room in Bushwick! Close to Trains/Buses!,6170831447,verified,Braden,Brooklyn,Bushwick,40.69472,-73.92376,United States,US,False,moderate,Private room,2005.0,$279 ,$56 ,2.0,3.0
83842,83842,47307273,Quiet East Village Studio next to snug coffee shop,1428603013,verified,John,Manhattan,East Village,40.7269,-73.9847,United States,US,True,moderate,Entire home/apt,2011.0,$708 ,$142 ,10.0,22.0
83843,83843,47307825,Perfect Room in West Harlem,62942402154,verified,Phillip,Manhattan,Harlem,40.81567,-73.94841,United States,US,True,moderate,Private room,2013.0,$863 ,$173 ,3.0,100.0
83844,83844,47308377,Waterfront Zen Oasis,15657430949,verified,Golan,Queens,Astoria,40.76761,-73.93567,United States,US,True,strict,Entire home/apt,2016.0,$821 ,$164 ,9.0,6.0
83845,83845,47308930,Comfortable room/close to Manhattan,57915114259,verified,Monica,Queens,Long Island City,40.75608,-73.93048,United States,US,False,moderate,Private room,2014.0,$101 ,$20 ,4.0,5.0
83846,83846,47309482,Comfy 1 bedroom suite in midtown manhattan,44614622536,verified,Stanley,Manhattan,Murray Hill,40.75017,-73.97684,United States,US,False,strict,Entire home/apt,2004.0,$766 ,$153 ,30.0,0.0
83847,83847,47310034,Elegant 1 bedroom suite in midtown Manhattan,87778405867,unconfirmed,Stanley,Manhattan,Murray Hill,40.74817,-73.97665,United States,US,False,strict,Entire home/apt,2014.0,$825 ,$165 ,30.0,1.0
83848,83848,47310586,Roomy 1 bedroom suite in midtown Manhattan,17269439396,unconfirmed,Stanley,Manhattan,Murray Hill,40.74876,-73.97553,United States,US,False,strict,Entire home/apt,2014.0,$312 ,$62 ,30.0,5.0
83849,83849,47311139,Impressive 1 bedroom near Sloan Kettering,23888274774,unconfirmed,Stanley,Manhattan,Murray Hill,40.74865,-73.9753,United States,US,False,flexible,Entire home/apt,2013.0,"$1,125 ",$225 ,30.0,0.0
83850,83850,47311691,BK Bungalow - Cozy Williamsburg 1BD  (right off L),82512130079,verified,Mason,Brooklyn,Williamsburg,40.71433,-73.94026,United States,US,True,strict,Entire home/apt,2003.0,$241 ,$48 ,2.0,5.0
83851,83851,47312243,Waterfront Wonder,2246987411,verified,Ron,Brooklyn,Williamsburg,40.71866,-73.96417,United States,US,True,flexible,Private room,2008.0,$903 ,$181 ,1.0,1.0
83852,83852,47312796,"Clean room in Chinatown, close to all the fun!",68182800272,unconfirmed,Tessa,Manhattan,Chinatown,40.718,-73.99666,United States,US,False,moderate,Private room,2013.0,$583 ,$117 ,4.0,2.0
83853,83853,47313348,"Large Studio Apartment, 15-20mins from downtown",82176913689,unconfirmed,Katrina,Manhattan,Washington Heights,40.83638,-73.94294,United States,US,True,flexible,Entire home/apt,2012.0,"$1,144 ",$229 ,30.0,3.0
83854,83854,47313900,Bright Apartment in BedStuy - 20 min from City,79215788084,verified,Paula,Brooklyn,Bedford-Stuyvesant,40.68964,-73.95259,United States,US,False,strict,Entire home/apt,2010.0,$92 ,$18 ,2.0,11.0
83855,83855,47314453,HUGE 2 Floor Penthouse w Private Roof,11852493921,unconfirmed,Greg,Brooklyn,Crown Heights,40.66541,-73.95736,United States,US,True,moderate,Entire home/apt,2016.0,$885 ,$177 ,1.0,29.0
83856,83856,47315005,420 FRIENDLY BACKYARD PARTY EXPERIENCE ONLY,20410207455,unconfirmed,Sunny,Brooklyn,Bedford-Stuyvesant,40.682,-73.91572,United States,US,True,strict,Private room,2018.0,$900 ,$180 ,1.0,4.0
83857,83857,47315557,Modern Astoria 1BR w/Private Patio,45635937573,unconfirmed,Nayef,Queens,Astoria,40.77061,-73.92109,United States,US,True,moderate,Entire home/apt,2007.0,$521 ,$104 ,4.0,3.0
83858,83858,47316109,Private Room in Crown Heights Close to Subway,44898814508,unconfirmed,Emily,Brooklyn,Crown Heights,40.66788,-73.95111,United States,US,True,flexible,Private room,2019.0,$477 ,$95 ,1.0,55.0
83859,83859,47316662,EAST 60TH STREET STUDIO WITH 2 DOUBLE BEDS,53208633210,unconfirmed,Rated,Manhattan,Upper East Side,40.76114,-73.961,United States,US,True,moderate,Entire home/apt,2019.0,$329 ,$66 ,30.0,1.0
83860,83860,47317214,The Solstice - A One Bedroom Apartment,79025235746,unconfirmed,Charles,Manhattan,Chelsea,40.74226,-74.00602,United States,US,False,flexible,Entire home/apt,2020.0,$377 ,$75 ,2.0,11.0
83861,83861,47317766,Raw Vegan B&B,76403788811,verified,Maria,Queens,Ridgewood,40.70278,-73.90229,United States,US,True,strict,Private room,2007.0,$505 ,$101 ,1.0,37.0
83862,83862,47318319,Cozy Contemporary room near JFK (The Blue room),12975020456,verified,Nicole,Queens,Jamaica,40.6841,-73.78203,United States,US,True,moderate,Private room,2007.0,$801 ,$160 ,1.0,7.0
83863,83863,47318871,Nice room in Harlem,50428911344,verified,Devon,Manhattan,Harlem,40.82332,-73.94426,United States,US,False,flexible,Private room,2003.0,$991 ,$198 ,30.0,2.0
83864,83864,47319423,Perfectly Quiet 1 bedroom get away!,9931224455,unconfirmed,Lashaya,Queens,Far Rockaway,40.59382,-73.75503,United States,US,False,strict,Private room,2010.0,$621 ,$124 ,1.0,1.0
83865,83865,47319976,Beautiful Suite W/ Private Bathroom,94267014258,verified,Carupano,Queens,Ridgewood,40.71063,-73.9152,United States,US,True,strict,Private room,2017.0,$415 ,$83 ,7.0,28.0
83866,83866,47320528,Roomy bedroom in Spacious Chelsea Loft!,60642737731,unconfirmed,Kevin,Manhattan,Chelsea,40.74337,-73.99362,United States,US,True,flexible,Private room,2006.0,$756 ,$151 ,2.0,19.0
83867,83867,47321080,Quiet and private in the heart of Chelsea.,67058034893,unconfirmed,Emmanuel,Manhattan,Chelsea,40.74325,-73.99975,United States,US,True,strict,Entire home/apt,2017.0,$906 ,$181 ,2.0,67.0
83868,83868,47321632,Spacious Apartment + Bushwick Backyard,78508988331,verified,Yoni,Queens,Ridgewood,40.706,-73.91418,United States,US,False,strict,Entire home/apt,2012.0,$801 ,$160 ,4.0,4.0
83869,83869,47322185,Harlem Hideaway Garden Apartment,11695949241,verified,Dennis,Manhattan,Harlem,40.80475,-73.9491,United States,US,False,moderate,Entire home/apt,2020.0,$656 ,$131 ,30.0,3.0
83870,83870,47322737,Huge Private Room in the Heart of Williamsburg!,25314652998,unconfirmed,Sharif,Brooklyn,Williamsburg,40.71783,-73.95036,United States,US,False,strict,Private room,2005.0,$690 ,$138 ,2.0,31.0
83871,83871,47323289,Private room/office in the heart of Manhattan,22451686755,unconfirmed,Ariella,Manhattan,Morningside Heights,40.81373,-73.96013,United States,US,False,flexible,Private room,2013.0,$200 ,$40 ,1.0,0.0
83872,83872,47323842,Cozy and Modern Brooklyn Loft with amazing view!,61450087324,verified,Kyle,Brooklyn,Bushwick,40.69952,-73.92616,United States,US,True,moderate,Entire home/apt,2013.0,"$1,063 ",$213 ,6.0,1.0
83873,83873,47324394,Lower East Side room steps from all the action!,20755323554,verified,Vincent,Manhattan,Lower East Side,40.72105,-73.9931,United States,US,False,strict,Entire home/apt,2005.0,$354 ,$71 ,2.0,5.0
83874,83874,47324946,Nice room in LES,23329134622,unconfirmed,Leonardo,Manhattan,Lower East Side,40.71686,-73.98458,United States,US,False,strict,Private room,2021.0,$875 ,$175 ,1.0,1.0
83875,83875,47325499,Charming Brooklyn Artist's Room,60648508301,verified,Sarah,Brooklyn,Crown Heights,40.67212,-73.95253,United States,US,False,flexible,Private room,2017.0,"$1,020 ",$204 ,1.0,58.0
83876,83876,47326051,Awesome place in sunnyside,8323211958,unconfirmed,Klever,Queens,Sunnyside,40.73554,-73.91858,United States,US,True,moderate,Private room,2022.0,$328 ,$66 ,60.0,0.0
